examine,id,members,lowalch,limit,value,highalch,icon,name,high,highTime,low,lowTime
A premade Tangled Toads Legs.,2231,True,64.0,6000.0,160.0,96.0,Premade ttl.png,Premade ttl,400.0,1788936983.0,126.0,1789626795.0
A premade Vegetable Ball.,2235,True,60.0,6000.0,150.0,90.0,Premade veg ball.png,Premade veg ball,50000.0,1788780467.0,67.0,1789626802.0
A Premade Vegetable Batta.,2227,True,48.0,6000.0,120.0,72.0,Premade veg batta.png,Premade veg batta,50000.0,1788779845.0,97.0,1789626757.0
A premade Worm Batta.,2219,True,48.0,6000.0,120.0,72.0,Premade w'm batta.png,Premade w'm batta,93703.0,1788900465.0,100000.0,1788900535.0
Some Premade Worm Crunchies.,2237,True,34.0,6000.0,85.0,51.0,Premade w'm crun'.png,Premade w'm crun',50000.0,1788779963.0,501.0,1789629004.0
A Premade Wizard Blizzard.,2040,True,12.0,2000.0,30.0,18.0,Premade wiz blz'd.png,Premade wiz blz'd,28.0,1788748449.0,56.0,1789566809.0
A premade Worm Hole.,2233,True,60.0,6000.0,150.0,90.0,Premade worm hole.png,Premade worm hole,5000.0,1789385499.0,100.0,1789626771.0
Bottom half of a priest suit.,428,False,2.0,150.0,5.0,3.0,Priest gown (bottom).png,Priest gown (bottom),34.0,1789649181.0,31.0,1789654153.0
Top half of a priest suit.,426,False,2.0,150.0,5.0,3.0,Priest gown (top).png,Priest gown (top),19.0,1789653638.0,16.0,1789651277.0
A pair of upgraded dragon boots.,13239,True,30000.0,15.0,75000.0,45000.0,Primordial boots.png,Primordial boots,19268064.0,1789653195.0,18837630.0,1789653762.0
A powerful crystal of strength.,13231,True,18000.0,15.0,45000.0,27000.0,Primordial crystal.png,Primordial crystal,18700000.0,1789648438.0,18334445.0,1789650700.0
"A giant mosquito's proboscis, aerodynamic and sharp!",6319,True,2.0,100.0,5.0,3.0,Proboscis 1000.png,Proboscis,623.0,1789653698.0,633.0,1789652187.0
A Proselyte Temple Knight's leg armour.,9676,True,4000.0,70.0,10000.0,6000.0,Proselyte cuisse.png,Proselyte cuisse,6176.0,1789654334.0,5292.0,1789653595.0
Proselyte level armour pack.,9670,True,10000.0,70.0,25000.0,15000.0,Proselyte harness f.png,Proselyte harness f,20784.0,1789432461.0,26789.0,1789541076.0
Proselyte level armour pack.,9666,True,10000.0,70.0,25000.0,15000.0,Proselyte harness m.png,Proselyte harness m,28000.0,1789653552.0,27324.0,1789536793.0
A Proselyte Temple Knight's armour.,9674,True,4800.0,70.0,12000.0,7200.0,Proselyte hauberk.png,Proselyte hauberk,6948.0,1789654325.0,6521.0,1789653967.0
A Proselyte Temple Knight's helm.,9672,True,3200.0,70.0,8000.0,4800.0,Proselyte sallet.png,Proselyte sallet,4500.0,1789654344.0,4132.0,1789653450.0
A Proselyte Temple Knight's leg armour.,9678,True,4000.0,70.0,10000.0,6000.0,Proselyte tasset.png,Proselyte tasset,6399.0,1789652612.0,5218.0,1789654417.0
Happy Halloween.,1959,False,12.0,50.0,30.0,18.0,Pumpkin.png,Pumpkin,9381.0,1789652697.0,9321.0,1789652286.0
An unimbued rune of extra capability.,7936,False,1.0,30000.0,4.0,2.0,Pure essence.png,Pure essence,2.0,1789654429.0,8.0,1789644199.0
Stylish!,12311,True,90.0,4.0,225.0,135.0,Purple boater.png,Purple boater,2120.0,1789644039.0,1200.0,1789653956.0
Very stylish!,2934,False,200.0,150.0,500.0,300.0,Purple boots.png,Purple boots,16.0,1789652481.0,779.0,1789634060.0
A thick purple cape.,1029,False,12.0,150.0,32.0,19.0,Purple cape.png,Purple cape,1097.0,1789654035.0,676.0,1789648690.0
A little bottle of purple dye.,1773,False,2.0,150.0,5.0,3.0,Purple dye.png,Purple dye,899.0,1789654185.0,496.0,1789653109.0
A well made elegant ladies' purple blouse.,10436,True,800.0,4.0,2000.0,1200.0,Purple elegant blouse.png,Purple elegant blouse,9927.0,1789622278.0,1311.0,1789652907.0
A rather elegant pair of men's purple pantaloons.,10418,True,800.0,4.0,2000.0,1200.0,Purple elegant legs.png,Purple elegant legs,14444.0,1789572023.0,1111.0,1789647717.0
A well made elegant men's purple shirt.,10416,True,800.0,4.0,2000.0,1200.0,Purple elegant shirt.png,Purple elegant shirt,1018.0,1789647078.0,1360.0,1789643976.0
A rather elegant purple skirt.,10438,True,800.0,4.0,2000.0,1200.0,Purple elegant skirt.png,Purple elegant skirt,893.0,1789604650.0,713.0,1789635280.0
Makes firelighting a lot easier.,10326,True,6.0,250.0,15.0,9.0,Purple firelighter.png,Purple firelighter,199.0,1789653461.0,75.0,1789653985.0
A posy of flowers.,2468,True,40.0,150.0,100.0,60.0,Purple flowers.png,Purple flowers,4900.0,1789611612.0,1200.0,1789646672.0
These will keep my hands warm!,2942,False,200.0,150.0,500.0,300.0,Purple gloves.png,Purple gloves,899.0,1789653276.0,750.0,1789649387.0
A silly pointed hat.,2940,True,200.0,150.0,500.0,300.0,Purple hat.png,Purple hat,2300.0,1789647843.0,1262.0,1789652081.0
A nice hat from a cracker.,1046,False,1.0,5.0,1.0,1.0,Purple partyhat.png,Purple partyhat,25999.0,1789633422.0,20764.0,1789654116.0
Made by werewolves for werewolves.,2938,True,200.0,150.0,500.0,300.0,Purple robe bottoms.png,Purple robe bottoms,223.0,1789621494.0,944.0,1789186580.0
Some fine werewolf clothing.,2936,True,200.0,150.0,500.0,300.0,Purple robe top.png,Purple robe top,267.0,1789638583.0,1171.0,1789246373.0
Remember to brush after eating!,10476,True,6.0,10000.0,15.0,9.0,Purple sweets 5.png,Purple sweets,5089.0,1789653413.0,5016.0,1789654427.0
Logs prepared with sacred oil for a funeral pyre.,3438,True,3.0,11000.0,8.0,4.0,Pyre logs.png,Pyre logs,2143.0,1789652167.0,1470.0,1789648201.0
A phosphate rich mineral dust.,21545,True,12.0,13000.0,30.0,18.0,Pyrophosphite.png,Pyrophosphite,91.0,1789650249.0,90.0,1789653759.0
A sack of quetzal feed.,29307,True,20.0,100.0,50.0,30.0,Quetzal feed.png,Quetzal feed,2904.0,1789654399.0,2707.0,1789653784.0
This could be put on a string and worn for luck.,10134,True,12.0,100.0,30.0,18.0,Rabbit foot.png,Rabbit foot,1879.0,1789620557.0,1742.0,1789249004.0
The snare will tighten around animals passing through.,10031,True,6.0,250.0,15.0,9.0,Rabbit snare.png,Rabbit snare,31.0,1789540884.0,19.0,1789648748.0
A scroll which unlocks the Raging Echoes Astral Contact.,30457,True,10000.0,,25000.0,15000.0,Raging echoes astral contact scroll.png,Raging echoes astral contact scroll,2499000.0,1789649802.0,1910000.0,1789449518.0
A banner showcasing the colours of Leagues V: Raging Echoes.,30430,True,400.0,,1000.0,600.0,Raging echoes banner.png,Raging echoes banner,200000.0,1789614859.0,369005.0,1789608718.0
The boots of a Raging Echoes relic hunter.,30410,True,,,100000.0,,Raging echoes boots (t1).png,Raging echoes boots (t1),120237.0,1789634895.0,22663.0,1789569819.0
The boots of a Raging Echoes relic hunter.,30418,True,40000.0,,100000.0,60000.0,Raging echoes boots (t2).png,Raging echoes boots (t2),253902.0,1789533116.0,281331.0,1789124911.0
The boots of a raging echo relic hunter.,30426,True,40000.0,,100000.0,60000.0,Raging echoes boots (t3).png,Raging echoes boots (t3),638375.0,1789404021.0,943166.0,1789487080.0
The cane of a Raging Echoes relic hunter.,30428,True,400.0,,1000.0,600.0,Raging echoes cane.png,Raging echoes cane,1441353.0,1789647461.0,1058888.0,1789439491.0
Opulent curtains dyed with the colours of the Raging Echoes league.,30557,True,200.0,5.0,500.0,300.0,Raging echoes curtains.png,Raging echoes curtains,180000.0,1789642947.0,182000.0,1789644425.0
A scroll which unlocks the Raging Echoes death and respawn animation.,30455,True,10000.0,,25000.0,15000.0,Raging echoes death scroll.png,Raging echoes death scroll,1000000.0,1789647578.0,1100000.0,1789654083.0
The headgear of a Raging Echoes relic hunter.,30404,True,,,100000.0,,Raging echoes hat (t1).png,Raging echoes hat (t1),47206.0,1789521144.0,56647.0,1789575017.0
The headgear of a Raging Echoes relic hunter.,30412,True,40000.0,,100000.0,60000.0,Raging echoes hat (t2).png,Raging echoes hat (t2),395995.0,1789522277.0,39500.0,1789495196.0
The headgear of a Raging Echoes relic hunter.,30420,True,40000.0,,100000.0,60000.0,Raging echoes hat (t3).png,Raging echoes hat (t3),2212376.0,1789619927.0,1500500.0,1789614748.0
Used on a Nexus inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30459,True,10000.0,,25000.0,15000.0,Raging echoes nexus scroll.png,Raging echoes nexus scroll,1552000.0,1789649307.0,1533992.0,1789649395.0
Used on a portal inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30461,True,10000.0,,25000.0,15000.0,Raging echoes portal scroll.png,Raging echoes portal scroll,320000.0,1789636337.0,222000.0,1789624576.0
"A set containing Raging Echoes boots (t1), Raging Echoes trousers (t1), Raging Echoes top (t1) and Raging Echoes hood (t1).",30331,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t1) armour set.png,Raging echoes relic hunter (t1) armour set,206834.0,1789569911.0,248882.0,1789447385.0
"A set containing Raging Echoes boots (t2), Raging Echoes trousers (t2), Raging Echoes top (t2) and Raging Echoes hood (t2).",30334,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t2) armour set.png,Raging echoes relic hunter (t2) armour set,1390000.0,1789569931.0,360000.0,1788903005.0
"A set containing Raging Echoes boots (t3), Raging Echoes trousers (t3), Raging Echoes top (t3) and Raging Echoes hood (t3).",30337,True,20000.0,,50000.0,30000.0,Raging echoes relic hunter (t3) armour set.png,Raging echoes relic hunter (t3) armour set,3316323.0,1789647422.0,2899999.0,1789307854.0
The robes of a Raging Echoes relic hunter.,30408,True,,,100000.0,,Raging echoes robeskirt (t1).png,Raging echoes robeskirt (t1),25000.0,1789590033.0,8000.0,1789590142.0
The robes of a Raging Echoes relic hunter.,30416,True,40000.0,,100000.0,60000.0,Raging echoes robeskirt (t2).png,Raging echoes robeskirt (t2),175775.0,1789324725.0,120000.0,1788797131.0
The robes of a Raging Echoes relic hunter.,30424,True,40000.0,,100000.0,60000.0,Raging echoes robeskirt (t3).png,Raging echoes robeskirt (t3),437992.0,1789608036.0,84000.0,1789476354.0
An opulent rug dyed with the colours of the Raging Echoes league.,30554,True,200.0,,500.0,300.0,Raging echoes rug.png,Raging echoes rug,197442.0,1789653882.0,185324.0,1789651007.0
Used on a Scrying Pool inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30560,True,10000.0,,25000.0,15000.0,Raging echoes scrying pool scroll.png,Raging echoes scrying pool scroll,363594.0,1789649252.0,281467.0,1789616163.0
Used on a Spirit Tree inside your Player Owned House to decorate it in the style of Leagues V: Raging Echoes.,30563,True,10000.0,,25000.0,15000.0,Raging echoes spirit tree scroll.png,Raging echoes spirit tree scroll,2377000.0,1789633344.0,2211667.0,1789645618.0
The coat of a Raging Echoes relic hunter.,30406,True,,,100000.0,,Raging echoes top (t1).png,Raging echoes top (t1),19995.0,1789592825.0,18005.0,1789592861.0
The coat of a Raging Echoes relic hunter.,30414,True,40000.0,,100000.0,60000.0,Raging echoes top (t2).png,Raging echoes top (t2),196939.0,1789604616.0,200000.0,1788560763.0
The coat of a Raging Echoes relic hunter.,30422,True,40000.0,,100000.0,60000.0,Raging echoes top (t3).png,Raging echoes top (t3),831254.0,1789619894.0,375000.0,1789380069.0
Short but effective and very colourful.,23357,True,200.0,18000.0,500.0,300.0,Rain bow.png,Rain bow,56153.0,1789650932.0,47001.0,1789641954.0
You'll need something to break through that shell.,31677,True,120.0,,300.0,180.0,Rainbow crab (1).png,Rainbow crab (1),10000.0,1789505447.0,1100.0,1789556794.0
You'll need something to break through that shell.,31680,True,120.0,,300.0,180.0,Rainbow crab (2).png,Rainbow crab (2),10000.0,1788664937.0,909.0,1789452340.0
You'll need something to break through that shell.,31683,True,120.0,,300.0,180.0,Rainbow crab (3).png,Rainbow crab (3),762.0,1789309308.0,909.0,1789452344.0
This looks tricky to eat.,31703,True,120.0,,300.0,180.0,Rainbow crab meat.png,Rainbow crab meat,735.0,1789537986.0,714.0,1789605950.0
A paste made by crushing a crab.,31710,True,120.0,13000.0,300.0,180.0,Rainbow crab paste.png,Rainbow crab paste,1000.0,1789652743.0,956.0,1789652430.0
"Well, this would certainly add some colour to a meal.",10136,True,48.0,6000.0,120.0,72.0,Rainbow fish.png,Rainbow fish,149.0,1789641587.0,150.0,1789652783.0
Use this to clear weeds.,5341,True,2.0,40.0,6.0,3.0,Rake.png,Rake,228.0,1789654384.0,227.0,1789654096.0
I need another ingredient to finish this Ranarr potion.,99,True,10.0,10000.0,25.0,15.0,Ranarr potion (unf).png,Ranarr potion (unf),6199.0,1789654414.0,6185.0,1789654303.0
A ranarr seed - plant in a herb patch.,5295,True,20.0,200.0,50.0,30.0,Ranarr seed 5.png,Ranarr seed,30317.0,1789653715.0,30500.0,1789654432.0
A useful herb.,257,True,10.0,11000.0,25.0,15.0,Ranarr weed.png,Ranarr weed,5905.0,1789653100.0,5870.0,1789654414.0
Lightweight boots ideal for rangers.,2577,True,80.0,8.0,200.0,120.0,Ranger boots.png,Ranger boots,37413000.0,1789651945.0,36958015.0,1789653809.0
Lightweight gloves ideal for rangers.,19994,True,1360.0,8.0,3400.0,2040.0,Ranger gloves.png,Ranger gloves,331097.0,1789652975.0,320159.0,1789653326.0
Lightweight legwear ideal for rangers.,23249,True,8000.0,8.0,20000.0,12000.0,Rangers' tights.png,Rangers' tights,186815.0,1789651343.0,180081.0,1789653956.0
Lightweight body armour ideal for rangers.,12596,True,4800.0,4.0,12000.0,7200.0,Rangers' tunic.png,Rangers' tunic,2169579.0,1789654376.0,2163611.0,1789651745.0
One dose of fishy ranging potion.,11511,True,57.0,2000.0,144.0,86.0,Ranging mix(1).png,Ranging mix(1),593.0,1789114959.0,374.0,1789624230.0
Two doses of fishy ranging potion.,11509,True,86.0,2000.0,216.0,129.0,Ranging mix(2).png,Ranging mix(2),855.0,1789647959.0,735.0,1789654232.0
1 dose of ranging potion.,173,True,57.0,2000.0,144.0,86.0,Ranging potion(1).png,Ranging potion(1),370.0,1789650771.0,100.0,1789652000.0
2 doses of ranging potion.,171,True,86.0,2000.0,216.0,129.0,Ranging potion(2).png,Ranging potion(2),983.0,1789651587.0,926.0,1789654173.0
3 doses of ranging potion.,169,True,115.0,2000.0,288.0,172.0,Ranging potion(3).png,Ranging potion(3),1260.0,1789652950.0,1220.0,1789653519.0
4 doses of ranging potion.,2444,True,144.0,2000.0,360.0,216.0,Ranging potion(4).png,Ranging potion(4),1757.0,1789654428.0,1757.0,1789653209.0
Ancient ogre bones from the ogre burial tomb.,4832,True,1.0,7500.0,1.0,1.0,Raurg bones.png,Raurg bones,7307.0,1789614423.0,4000.0,1789568162.0
This would taste a lot better cooked.,7196,True,62.0,13000.0,155.0,93.0,Raw admiral pie.png,Raw admiral pie,1800.0,1789618618.0,969.0,1789635351.0
I should try cooking this.,321,False,6.0,13000.0,15.0,9.0,Raw anchovies.png,Raw anchovies,17.0,1789654106.0,17.0,1789653899.0
I should try cooking this.,13439,True,180.0,15000.0,450.0,270.0,Raw anglerfish.png,Raw anglerfish,1480.0,1789654379.0,1457.0,1789654315.0
Ouch!,29101,True,1.0,13000.0,1.0,1.0,Raw barb-tailed kebbit.png,Raw barb-tailed kebbit,2950.0,1789643895.0,1243.0,1789638609.0
I should try cooking this.,363,True,16.0,15000.0,40.0,24.0,Raw bass.png,Raw bass,9.0,1789653929.0,8.0,1789654167.0
I need to cook this first.,2136,False,1.0,13000.0,1.0,1.0,Raw bear meat.png,Raw bear meat,225.0,1789654377.0,218.0,1789651044.0
A slab of raw beast meat.,9986,True,10.0,11000.0,25.0,15.0,Raw beast meat.png,Raw beast meat,12.0,1789630076.0,12.0,1789652627.0
I need to cook this first.,2132,False,1.0,13000.0,1.0,1.0,Raw beef.png,Raw beef,39.0,1789654391.0,38.0,1789653368.0
This certainly needs cooking!,9978,True,6.0,11000.0,17.0,10.0,Raw bird meat.png,Raw bird meat,53.0,1789642702.0,53.0,1789654394.0
I should try cooking this.,31692,True,60.0,,150.0,90.0,Raw blue crab meat.png,Raw blue crab meat,398.0,1789631178.0,465.0,1789432560.0
I should try cooking this.,32341,True,68.0,15000.0,170.0,102.0,Raw bluefin.png,Raw bluefin,1373.0,1789652538.0,1373.0,1789651858.0
I need to cook this first.,25833,False,1.0,,1.0,1.0,Raw boar meat.png,Raw boar meat,721.0,1789644445.0,200.0,1789546289.0
It's incredibly slimy.,5001,True,6.0,13000.0,15.0,9.0,Raw cave eel.png,Raw cave eel,55.0,1789652927.0,47.0,1789652478.0
I need to cook this first.,2138,False,1.0,13000.0,1.0,1.0,Raw chicken.png,Raw chicken,30.0,1789654424.0,28.0,1789653380.0
I need to cook this first.,2876,True,34.0,13000.0,85.0,51.0,Raw chompy.png,Raw chompy,1111.0,1789653184.0,1100.0,1789654227.0
I should try cooking this.,341,True,4.0,15000.0,10.0,6.0,Raw cod.png,Raw cod,27.0,1789654254.0,26.0,1789654204.0
I should try cooking this.,11934,True,130.0,15000.0,325.0,195.0,Raw dark crab.png,Raw dark crab,973.0,1789649798.0,965.0,1789653851.0
I should probably cook this first.,29107,True,1.0,13000.0,1.0,1.0,Raw dashing kebbit.png,Raw dashing kebbit,1736.0,1789653906.0,1651.0,1789654370.0
"Raw fish is risky, better cook it.",7186,True,20.0,13000.0,50.0,30.0,Raw fish pie.png,Raw fish pie,1647.0,1789627412.0,1647.0,1789439491.0
Needs cooking before I eat it.,7176,True,4.0,13000.0,12.0,7.0,Raw garden pie.png,Raw garden pie,1507.0,1789419418.0,1586.0,1789238091.0
I should try cooking this.,32309,True,68.0,15000.0,170.0,102.0,Raw giant krill.png,Raw giant krill,67.0,1789641571.0,66.0,1789651033.0
I should probably cook this first.,29119,True,1.0,13000.0,1.0,1.0,Raw graahk.png,Raw graahk,1300.0,1789653707.0,1176.0,1789651600.0
I should try cooking this.,32317,True,68.0,15000.0,170.0,102.0,Raw haddock.png,Raw haddock,234.0,1789653276.0,194.0,1789640221.0
I should try cooking this.,32333,True,68.0,15000.0,170.0,102.0,Raw halibut.png,Raw halibut,1980.0,1789653510.0,1947.0,1789651461.0
I should try cooking this.,345,False,4.0,15000.0,10.0,6.0,Raw herring.png,Raw herring,139.0,1789654022.0,120.0,1789654206.0
I need to cook this first.,33821,False,1.0,,1.0,1.0,Raw impaler meat.png,Raw impaler meat,4000.0,1788682053.0,156.0,1789518135.0
The uncooked meat of a Jubbly bird.,7566,True,40.0,11000.0,100.0,60.0,Raw jubbly.png,Raw jubbly,429.0,1789649967.0,420.0,1789653951.0
I should try cooking this.,31561,True,64.0,,160.0,96.0,Raw jumbo squid.png,Raw jumbo squid,2500.0,1789647661.0,2335.0,1789646619.0
A raw green octopus.,3142,True,80.0,13000.0,200.0,120.0,Raw karambwan.png,Raw karambwan,272.0,1789654098.0,268.0,1789654199.0
I should probably cook this first.,29125,True,1.0,13000.0,1.0,1.0,Raw kyatt.png,Raw kyatt,1250.0,1789653777.0,1250.0,1789654131.0
I should probably cook this first.,29122,True,1.0,13000.0,1.0,1.0,Raw larupia.png,Raw larupia,4000.0,1789643772.0,750.0,1789653088.0
I should try cooking this.,377,False,28.0,15000.0,70.0,42.0,Raw lobster.png,Raw lobster,133.0,1789653768.0,124.0,1789654143.0
I should try cooking this.,353,True,6.0,15000.0,15.0,9.0,Raw mackerel.png,Raw mackerel,11.0,1789654255.0,6.0,1789653611.0
A rare catch.,389,True,80.0,15000.0,200.0,120.0,Raw manta ray.png,Raw manta ray,1080.0,1789653340.0,1060.0,1789654411.0
I should try cooking this.,32349,True,68.0,15000.0,170.0,102.0,Raw marlin.png,Raw marlin,3489.0,1789653662.0,3491.0,1789651893.0
I should try cooking this.,7944,True,92.0,13000.0,230.0,138.0,Raw monkfish.png,Raw monkfish,120.0,1789653392.0,116.0,1789654388.0
I should probably cook this first.,29113,True,1.0,13000.0,1.0,1.0,Raw moonlight antelope.png,Raw moonlight antelope,2084.0,1789653857.0,2080.0,1789654377.0
Needs to be baked before I can use it.,7168,True,10.0,13000.0,27.0,16.0,Raw mud pie.png,Raw mud pie,1588.0,1787277460.0,1588.0,1789293259.0
"I need to cook this, though I don't know if I want to.",24782,True,1.0,,1.0,1.0,Raw mystery meat.png,Raw mystery meat,9000.0,1789583899.0,1494.0,1789602166.0
Raw meat from the oomlie bird.,2337,True,4.0,15.0,10.0,6.0,Raw oomlie.png,Raw oomlie,3730.0,1789640689.0,1250.0,1789618625.0
I should try cooking this.,349,False,8.0,15000.0,20.0,12.0,Raw pike.png,Raw pike,95.0,1789653466.0,88.0,1789653766.0
I should probably cook this first.,29110,True,1.0,13000.0,1.0,1.0,Raw pyre fox.png,Raw pyre fox,1137.0,1789652462.0,1121.0,1789654356.0
Might taste better cooked.,3226,True,8.0,13000.0,20.0,12.0,Raw rabbit.png,Raw rabbit,412.0,1789640905.0,298.0,1789644840.0
I should try cooking this.,31700,True,120.0,,300.0,180.0,Raw rainbow crab meat.png,Raw rainbow crab meat,1728.0,1789153847.0,1728.0,1789595399.0
"A colourful fish, attracted to colourful flies.",10138,True,48.0,13000.0,120.0,72.0,Raw rainbow fish.png,Raw rainbow fish,232.0,1789651460.0,230.0,1789646661.0
